customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,spend_per_tenure,call_delay_ratio,usage_recent_score,spend_usage_ratio 
1644.0,58.0,Male,60.0,27.0,7.0,19.0,Premium,Monthly,940.0,8.0,1,15.666666666666666,0.35,3.0,33.57142857142857
1648.0,65.0,Male,39.0,20.0,7.0,14.0,Basic,Annual,906.0,10.0,0,23.23076923076923,0.4666666666666667,1.8181818181818181,43.142857142857146
1649.0,53.0,Female,19.0,25.0,10.0,9.0,Standard,Annual,394.0,16.0,0,20.736842105263158,1.0,1.4705882352941178,15.153846153846153
1650.0,57.0,Male,59.0,12.0,6.0,6.0,Premium,Annual,698.0,19.0,0,11.830508474576272,0.8571428571428571,0.6,53.69230769230769
1651.0,62.0,Female,46.0,20.0,10.0,13.0,Basic,Quarterly,832.0,19.0,0,18.08695652173913,0.7142857142857143,1.0,39.61904761904762
1652.0,23.0,Female,11.0,18.0,2.0,25.0,Standard,Monthly,449.0,12.0,1,40.81818181818182,0.07692307692307693,1.3846153846153846,23.63157894736842
1653.0,43.0,Male,51.0,28.0,8.0,13.0,Basic,Quarterly,218.0,15.0,0,4.2745098039215685,0.5714285714285714,1.75,7.517241379310345
1660.0,64.0,Male,55.0,5.0,2.0,10.0,Basic,Annual,230.0,17.0,0,4.181818181818182,0.18181818181818182,0.2777777777777778,38.333333333333336
1661.0,23.0,Male,55.0,18.0,10.0,22.0,Premium,Monthly,287.0,18.0,1,5.218181818181818,0.43478260869565216,0.9473684210526315,15.105263157894736
1662.0,48.0,Female,12.0,7.0,5.0,24.0,Premium,Quarterly,238.0,5.0,1,19.833333333333332,0.2,1.1666666666666667,29.75
1665.0,27.0,Male,14.0,13.0,0.0,30.0,Standard,Annual,793.0,27.0,0,56.642857142857146,0.0,0.4642857142857143,56.642857142857146
1666.0,39.0,Male,24.0,28.0,2.0,5.0,Premium,Monthly,213.0,24.0,0,8.875,0.3333333333333333,1.12,7.344827586206897
1667.0,62.0,Female,50.0,14.0,9.0,29.0,Premium,Annual,668.0,3.0,1,13.36,0.3,3.5,44.53333333333333
1668.0,41.0,Female,16.0,14.0,4.0,4.0,Standard,Monthly,814.0,28.0,0,50.875,0.8,0.4827586206896552,54.266666666666666
1672.0,36.0,Male,7.0,12.0,9.0,27.0,Standard,Monthly,303.0,24.0,0,43.285714285714285,0.32142857142857145,0.48,23.307692307692307
1676.0,44.0,Female,42.0,19.0,0.0,16.0,Premium,Quarterly,924.0,12.0,0,22.0,0.0,1.4615384615384615,46.2
1677.0,43.0,Male,12.0,4.0,7.0,16.0,Standard,Annual,308.0,25.0,0,25.666666666666668,0.4117647058823529,0.15384615384615385,61.6
1678.0,27.0,Female,33.0,26.0,3.0,11.0,Premium,Annual,271.0,17.0,0,8.212121212121213,0.25,1.4444444444444444,10.037037037037036
1681.0,64.0,Male,54.0,8.0,2.0,15.0,Standard,Quarterly,933.0,2.0,0,17.27777777777778,0.125,2.6666666666666665,103.66666666666667
1683.0,65.0,Female,40.0,17.0,5.0,15.0,Premium,Monthly,130.0,25.0,0,3.25,0.3125,0.6538461538461539,7.222222222222222
1684.0,29.0,Male,37.0,11.0,3.0,18.0,Basic,Monthly,993.0,28.0,0,26.83783783783784,0.15789473684210525,0.3793103448275862,82.75
1685.0,25.0,Female,21.0,18.0,0.0,14.0,Standard,Monthly,257.0,30.0,0,12.238095238095237,0.0,0.5806451612903226,13.526315789473685
1688.0,31.0,Male,35.0,23.0,1.0,2.0,Standard,Quarterly,329.0,11.0,0,9.4,0.3333333333333333,1.9166666666666667,13.708333333333334
1689.0,61.0,Female,50.0,6.0,2.0,3.0,Premium,Quarterly,787.0,16.0,0,15.74,0.5,0.35294117647058826,112.42857142857143
1691.0,65.0,Female,54.0,13.0,8.0,28.0,Basic,Monthly,760.0,30.0,1,14.074074074074074,0.27586206896551724,0.41935483870967744,54.285714285714285
1692.0,22.0,Female,17.0,8.0,1.0,4.0,Standard,Annual,658.0,16.0,0,38.705882352941174,0.2,0.47058823529411764,73.11111111111111
1693.0,33.0,Male,34.0,28.0,9.0,19.0,Standard,Annual,930.0,19.0,1,27.352941176470587,0.45,1.4,32.06896551724138
1694.0,23.0,Female,18.0,18.0,6.0,11.0,Premium,Quarterly,317.0,10.0,0,17.61111111111111,0.5,1.6363636363636365,16.68421052631579
1697.0,54.0,Male,49.0,14.0,10.0,23.0,Standard,Quarterly,935.0,17.0,1,19.081632653061224,0.4166666666666667,0.7777777777777778,62.333333333333336
1698.0,47.0,Female,46.0,25.0,0.0,12.0,Premium,Quarterly,283.0,23.0,0,6.1521739130434785,0.0,1.0416666666666667,10.884615384615385
1699.0,46.0,Male,56.0,13.0,1.0,22.0,Standard,Monthly,686.0,30.0,0,12.25,0.043478260869565216,0.41935483870967744,49.0
1702.0,46.0,Female,18.0,12.0,2.0,5.0,Standard,Quarterly,929.0,20.0,0,51.611111111111114,0.3333333333333333,0.5714285714285714,71.46153846153847
1706.0,48.0,Female,5.0,28.0,0.0,29.0,Basic,Monthly,215.0,14.0,1,43.0,0.0,1.8666666666666667,7.413793103448276
1707.0,18.0,Female,20.0,26.0,6.0,7.0,Premium,Monthly,117.0,15.0,0,5.85,0.75,1.625,4.333333333333333
1709.0,41.0,Male,48.0,9.0,7.0,28.0,Standard,Monthly,926.0,12.0,1,19.291666666666668,0.2413793103448276,0.6923076923076923,92.6
1710.0,51.0,Female,56.0,18.0,10.0,25.0,Basic,Annual,663.0,20.0,1,11.839285714285714,0.38461538461538464,0.8571428571428571,34.89473684210526
1711.0,56.0,Female,4.0,26.0,8.0,13.0,Basic,Annual,178.0,16.0,0,44.5,0.5714285714285714,1.5294117647058822,6.592592592592593
1712.0,59.0,Female,26.0,3.0,6.0,27.0,Standard,Annual,121.0,27.0,1,4.653846153846154,0.21428571428571427,0.10714285714285714,30.25
1713.0,43.0,Male,14.0,28.0,1.0,19.0,Premium,Annual,823.0,18.0,0,58.785714285714285,0.05,1.4736842105263157,28.379310344827587
1714.0,48.0,Male,58.0,12.0,3.0,29.0,Standard,Annual,141.0,4.0,0,2.4310344827586206,0.1,2.4,10.846153846153847
1716.0,61.0,Male,25.0,9.0,10.0,29.0,Standard,Monthly,615.0,12.0,1,24.6,0.3333333333333333,0.6923076923076923,61.5
1722.0,54.0,Male,20.0,18.0,10.0,26.0,Standard,Monthly,260.0,18.0,0,13.0,0.37037037037037035,0.9473684210526315,13.68421052631579
1724.0,38.0,Female,6.0,27.0,2.0,16.0,Standard,Quarterly,285.0,11.0,0,47.5,0.11764705882352941,2.25,10.178571428571429
1726.0,65.0,Female,17.0,6.0,10.0,30.0,Standard,Monthly,451.0,10.0,1,26.529411764705884,0.3225806451612903,0.5454545454545454,64.42857142857143
1727.0,62.0,Male,29.0,25.0,0.0,7.0,Premium,Annual,565.0,20.0,0,19.482758620689655,0.0,1.1904761904761905,21.73076923076923
1728.0,20.0,Male,55.0,17.0,9.0,8.0,Standard,Quarterly,341.0,13.0,0,6.2,1.0,1.2142857142857142,18.944444444444443
1729.0,55.0,Male,52.0,7.0,3.0,13.0,Basic,Monthly,943.0,11.0,0,18.134615384615383,0.21428571428571427,0.5833333333333334,117.875
1732.0,40.0,Female,15.0,14.0,4.0,10.0,Basic,Annual,804.0,29.0,0,53.6,0.36363636363636365,0.4666666666666667,53.6
1735.0,65.0,Female,47.0,25.0,8.0,14.0,Basic,Quarterly,935.0,13.0,0,19.893617021276597,0.5333333333333333,1.7857142857142858,35.96153846153846
1736.0,18.0,Male,56.0,25.0,2.0,25.0,Basic,Quarterly,142.0,25.0,0,2.5357142857142856,0.07692307692307693,0.9615384615384616,5.461538461538462
1737.0,60.0,Female,34.0,30.0,0.0,13.0,Basic,Annual,720.0,28.0,0,21.176470588235293,0.0,1.0344827586206897,23.225806451612904
1739.0,30.0,Female,58.0,23.0,3.0,20.0,Basic,Quarterly,103.0,15.0,0,1.7758620689655173,0.14285714285714285,1.4375,4.291666666666667
1741.0,52.0,Male,17.0,7.0,2.0,7.0,Premium,Annual,501.0,23.0,0,29.470588235294116,0.25,0.2916666666666667,62.625
1742.0,59.0,Female,59.0,9.0,0.0,12.0,Standard,Annual,255.0,17.0,0,4.322033898305085,0.0,0.5,25.5
1743.0,21.0,Male,51.0,26.0,10.0,22.0,Premium,Quarterly,868.0,17.0,1,17.019607843137255,0.43478260869565216,1.4444444444444444,32.148148148148145
1744.0,46.0,Female,37.0,10.0,1.0,6.0,Premium,Monthly,876.0,23.0,0,23.675675675675677,0.14285714285714285,0.4166666666666667,79.63636363636364
1746.0,27.0,Female,38.0,25.0,3.0,17.0,Standard,Annual,731.0,28.0,0,19.236842105263158,0.16666666666666666,0.8620689655172413,28.115384615384617
1747.0,64.0,Female,32.0,10.0,7.0,21.0,Standard,Quarterly,338.0,15.0,1,10.5625,0.3181818181818182,0.625,30.727272727272727
1749.0,50.0,Male,17.0,25.0,2.0,6.0,Standard,Quarterly,849.0,22.0,0,49.94117647058823,0.2857142857142857,1.0869565217391304,32.65384615384615
1750.0,44.0,Female,51.0,25.0,6.0,17.0,Standard,Quarterly,849.0,13.0,1,16.647058823529413,0.3333333333333333,1.7857142857142858,32.65384615384615
1751.0,50.0,Female,32.0,17.0,3.0,25.0,Premium,Monthly,727.0,21.0,1,22.71875,0.11538461538461539,0.7727272727272727,40.388888888888886
1752.0,53.0,Male,44.0,17.0,0.0,1.0,Premium,Monthly,698.0,28.0,0,15.863636363636363,0.0,0.5862068965517241,38.77777777777778
1753.0,60.0,Male,51.0,12.0,3.0,21.0,Premium,Quarterly,678.0,3.0,0,13.294117647058824,0.13636363636363635,3.0,52.15384615384615
1754.0,52.0,Female,21.0,24.0,6.0,15.0,Premium,Annual,869.0,12.0,0,41.38095238095238,0.375,1.8461538461538463,34.76
1755.0,58.0,Male,58.0,20.0,0.0,20.0,Standard,Annual,518.0,12.0,0,8.931034482758621,0.0,1.5384615384615385,24.666666666666668
1757.0,58.0,Female,31.0,15.0,0.0,5.0,Premium,Quarterly,981.0,18.0,0,31.64516129032258,0.0,0.7894736842105263,61.3125
1759.0,24.0,Male,22.0,13.0,0.0,16.0,Premium,Quarterly,850.0,21.0,0,38.63636363636363,0.0,0.5909090909090909,60.714285714285715
1760.0,37.0,Female,43.0,14.0,1.0,14.0,Premium,Monthly,998.0,22.0,0,23.209302325581394,0.06666666666666667,0.6086956521739131,66.53333333333333
1762.0,29.0,Female,25.0,7.0,2.0,3.0,Premium,Monthly,850.0,1.0,0,34.0,0.5,3.5,106.25
1764.0,44.0,Male,16.0,2.0,4.0,30.0,Basic,Annual,115.0,27.0,1,7.1875,0.12903225806451613,0.07142857142857142,38.333333333333336
1765.0,58.0,Male,54.0,22.0,10.0,14.0,Standard,Annual,660.0,17.0,0,12.222222222222221,0.6666666666666666,1.2222222222222223,28.695652173913043
1766.0,27.0,Female,27.0,8.0,1.0,5.0,Premium,Annual,918.0,22.0,0,34.0,0.16666666666666666,0.34782608695652173,102.0
1767.0,51.0,Male,39.0,12.0,2.0,14.0,Premium,Quarterly,378.0,12.0,0,9.692307692307692,0.13333333333333333,0.9230769230769231,29.076923076923077
1769.0,30.0,Female,30.0,19.0,6.0,16.0,Premium,Annual,937.0,24.0,1,31.233333333333334,0.35294117647058826,0.76,46.85
1770.0,36.0,Female,18.0,25.0,4.0,5.0,Basic,Quarterly,935.0,12.0,0,51.94444444444444,0.6666666666666666,1.9230769230769231,35.96153846153846
1773.0,27.0,Female,56.0,16.0,2.0,8.0,Standard,Monthly,822.0,20.0,0,14.678571428571429,0.2222222222222222,0.7619047619047619,48.35294117647059
1774.0,62.0,Female,39.0,8.0,7.0,18.0,Standard,Monthly,693.0,18.0,1,17.76923076923077,0.3684210526315789,0.42105263157894735,77.0
1775.0,49.0,Male,35.0,26.0,8.0,23.0,Standard,Annual,248.0,28.0,1,7.085714285714285,0.3333333333333333,0.896551724137931,9.185185185185185
1776.0,38.0,Male,34.0,17.0,8.0,29.0,Basic,Annual,124.0,14.0,1,3.6470588235294117,0.26666666666666666,1.1333333333333333,6.888888888888889
1779.0,41.0,Female,28.0,9.0,3.0,7.0,Premium,Quarterly,574.0,20.0,0,20.5,0.375,0.42857142857142855,57.4
1780.0,18.0,Male,34.0,18.0,0.0,11.0,Basic,Quarterly,964.0,10.0,0,28.352941176470587,0.0,1.6363636363636365,50.73684210526316
1781.0,62.0,Female,50.0,6.0,0.0,1.0,Premium,Monthly,640.0,19.0,0,12.8,0.0,0.3,91.42857142857143
1783.0,21.0,Male,39.0,20.0,2.0,15.0,Standard,Quarterly,449.0,23.0,0,11.512820512820513,0.125,0.8333333333333334,21.38095238095238
1784.0,59.0,Male,13.0,22.0,3.0,5.0,Basic,Quarterly,357.0,9.0,0,27.46153846153846,0.5,2.2,15.521739130434783
1785.0,29.0,Male,12.0,14.0,0.0,8.0,Basic,Annual,389.0,30.0,0,32.416666666666664,0.0,0.45161290322580644,25.933333333333334
1786.0,30.0,Female,54.0,22.0,4.0,25.0,Premium,Quarterly,551.0,24.0,0,10.203703703703704,0.15384615384615385,0.88,23.956521739130434
1787.0,47.0,Male,57.0,10.0,7.0,10.0,Premium,Annual,103.0,11.0,0,1.8070175438596492,0.6363636363636364,0.8333333333333334,9.363636363636363
1789.0,26.0,Male,54.0,21.0,8.0,8.0,Standard,Quarterly,625.0,6.0,0,11.574074074074074,0.8888888888888888,3.0,28.40909090909091
1791.0,42.0,Male,27.0,30.0,3.0,10.0,Standard,Annual,451.0,30.0,0,16.703703703703702,0.2727272727272727,0.967741935483871,14.548387096774194
1794.0,53.0,Male,38.0,24.0,0.0,8.0,Premium,Quarterly,821.0,18.0,0,21.605263157894736,0.0,1.263157894736842,32.84
1795.0,43.0,Female,22.0,8.0,1.0,23.0,Basic,Monthly,190.0,23.0,1,8.636363636363637,0.041666666666666664,0.3333333333333333,21.11111111111111
1798.0,46.0,Female,50.0,21.0,3.0,23.0,Standard,Quarterly,774.0,10.0,0,15.48,0.125,1.9090909090909092,35.18181818181818
1802.0,52.0,Male,48.0,8.0,0.0,5.0,Standard,Quarterly,681.0,3.0,0,14.1875,0.0,2.0,75.66666666666667
1803.0,35.0,Female,29.0,18.0,5.0,21.0,Premium,Annual,467.0,22.0,1,16.103448275862068,0.22727272727272727,0.782608695652174,24.57894736842105
1804.0,40.0,Female,26.0,18.0,9.0,15.0,Standard,Annual,250.0,6.0,0,9.615384615384615,0.5625,2.5714285714285716,13.157894736842104
1805.0,33.0,Male,24.0,21.0,10.0,24.0,Premium,Monthly,120.0,5.0,1,5.0,0.4,3.5,5.454545454545454
1806.0,26.0,Male,53.0,30.0,7.0,20.0,Standard,Monthly,746.0,11.0,1,14.075471698113208,0.3333333333333333,2.5,24.06451612903226
1807.0,41.0,Female,15.0,10.0,9.0,25.0,Standard,Annual,470.0,10.0,1,31.333333333333332,0.34615384615384615,0.9090909090909091,42.72727272727273
1808.0,23.0,Male,27.0,1.0,4.0,4.0,Basic,Annual,162.0,18.0,1,6.0,0.8,0.05263157894736842,81.0
1809.0,38.0,Female,34.0,25.0,2.0,25.0,Standard,Monthly,652.0,9.0,1,19.176470588235293,0.07692307692307693,2.5,25.076923076923077
1811.0,57.0,Male,27.0,17.0,7.0,30.0,Premium,Quarterly,108.0,19.0,1,4.0,0.22580645161290322,0.85,6.0
1812.0,21.0,Female,32.0,3.0,4.0,11.0,Basic,Monthly,449.0,17.0,0,14.03125,0.3333333333333333,0.16666666666666666,112.25
1816.0,53.0,Male,59.0,10.0,9.0,22.0,Premium,Quarterly,207.0,25.0,1,3.5084745762711864,0.391304347826087,0.38461538461538464,18.818181818181817
1817.0,41.0,Male,39.0,9.0,4.0,26.0,Standard,Quarterly,233.0,22.0,0,5.9743589743589745,0.14814814814814814,0.391304347826087,23.3
1820.0,45.0,Male,12.0,19.0,2.0,19.0,Basic,Quarterly,739.0,23.0,0,61.583333333333336,0.1,0.7916666666666666,36.95
1822.0,22.0,Male,40.0,3.0,10.0,9.0,Standard,Monthly,378.0,14.0,0,9.45,1.0,0.2,94.5
1823.0,42.0,Female,12.0,14.0,1.0,19.0,Basic,Monthly,597.0,10.0,0,49.75,0.05,1.2727272727272727,39.8
1824.0,35.0,Male,58.0,22.0,8.0,19.0,Standard,Monthly,316.0,13.0,1,5.448275862068965,0.4,1.5714285714285714,13.73913043478261
1826.0,38.0,Male,17.0,30.0,2.0,29.0,Premium,Monthly,238.0,24.0,0,14.0,0.06666666666666667,1.2,7.67741935483871
1828.0,57.0,Female,55.0,24.0,5.0,29.0,Premium,Monthly,189.0,15.0,1,3.4363636363636365,0.16666666666666666,1.5,7.56
1830.0,39.0,Female,15.0,4.0,0.0,3.0,Premium,Annual,230.0,9.0,0,15.333333333333334,0.0,0.4,46.0
1834.0,51.0,Female,49.0,11.0,7.0,13.0,Basic,Annual,884.0,28.0,0,18.040816326530614,0.5,0.3793103448275862,73.66666666666667
1835.0,45.0,Male,59.0,27.0,9.0,29.0,Basic,Annual,513.0,8.0,1,8.694915254237289,0.3,3.0,18.321428571428573
1836.0,44.0,Female,25.0,13.0,5.0,26.0,Standard,Annual,207.0,30.0,1,8.28,0.18518518518518517,0.41935483870967744,14.785714285714286
1837.0,64.0,Male,36.0,10.0,4.0,22.0,Basic,Monthly,442.0,17.0,0,12.277777777777779,0.17391304347826086,0.5555555555555556,40.18181818181818
1839.0,18.0,Male,49.0,7.0,7.0,25.0,Basic,Annual,172.0,12.0,1,3.510204081632653,0.2692307692307692,0.5384615384615384,21.5
1840.0,62.0,Female,35.0,21.0,0.0,24.0,Standard,Annual,971.0,19.0,0,27.742857142857144,0.0,1.05,44.13636363636363
1842.0,33.0,Male,18.0,27.0,10.0,30.0,Basic,Monthly,971.0,18.0,0,53.94444444444444,0.3225806451612903,1.4210526315789473,34.67857142857143
1844.0,47.0,Female,8.0,1.0,4.0,5.0,Premium,Monthly,210.0,23.0,0,26.25,0.6666666666666666,0.041666666666666664,105.0
1845.0,56.0,Male,15.0,25.0,0.0,4.0,Standard,Monthly,832.0,18.0,0,55.46666666666667,0.0,1.3157894736842106,32.0
1846.0,19.0,Male,31.0,29.0,8.0,8.0,Basic,Monthly,187.0,24.0,0,6.032258064516129,0.8888888888888888,1.16,6.233333333333333
1847.0,55.0,Male,12.0,7.0,9.0,14.0,Basic,Monthly,101.0,16.0,0,8.416666666666666,0.6,0.4117647058823529,12.625
1848.0,50.0,Female,50.0,24.0,2.0,13.0,Basic,Quarterly,420.0,13.0,0,8.4,0.14285714285714285,1.7142857142857142,16.8
1849.0,35.0,Female,32.0,6.0,8.0,11.0,Standard,Annual,581.0,27.0,0,18.15625,0.6666666666666666,0.21428571428571427,83.0
1850.0,40.0,Male,56.0,6.0,5.0,27.0,Standard,Quarterly,517.0,16.0,1,9.232142857142858,0.17857142857142858,0.35294117647058826,73.85714285714286
1852.0,60.0,Female,29.0,14.0,3.0,25.0,Basic,Annual,796.0,16.0,0,27.448275862068964,0.11538461538461539,0.8235294117647058,53.06666666666667
1855.0,22.0,Female,29.0,24.0,9.0,19.0,Basic,Annual,826.0,18.0,1,28.482758620689655,0.45,1.263157894736842,33.04
1856.0,39.0,Male,55.0,13.0,7.0,11.0,Standard,Monthly,419.0,17.0,0,7.618181818181818,0.5833333333333334,0.7222222222222222,29.928571428571427
1858.0,61.0,Male,40.0,10.0,2.0,17.0,Basic,Monthly,225.0,24.0,0,5.625,0.1111111111111111,0.4,20.454545454545453
1859.0,21.0,Female,19.0,20.0,8.0,24.0,Basic,Monthly,494.0,9.0,1,26.0,0.32,2.0,23.523809523809526
1861.0,41.0,Male,56.0,20.0,7.0,16.0,Basic,Quarterly,420.0,21.0,1,7.5,0.4117647058823529,0.9090909090909091,20.0
1864.0,59.0,Male,41.0,19.0,4.0,14.0,Standard,Annual,277.0,30.0,0,6.7560975609756095,0.26666666666666666,0.6129032258064516,13.85
1867.0,18.0,Male,29.0,10.0,4.0,4.0,Premium,Quarterly,506.0,17.0,0,17.448275862068964,0.8,0.5555555555555556,46.0
1869.0,60.0,Female,49.0,27.0,0.0,28.0,Basic,Quarterly,288.0,28.0,1,5.877551020408164,0.0,0.9310344827586207,10.285714285714286
1872.0,65.0,Male,57.0,11.0,5.0,5.0,Basic,Monthly,971.0,9.0,0,17.035087719298247,0.8333333333333334,1.1,80.91666666666667
1873.0,50.0,Male,28.0,24.0,6.0,22.0,Standard,Monthly,487.0,14.0,1,17.392857142857142,0.2608695652173913,1.6,19.48
1874.0,35.0,Female,39.0,16.0,10.0,25.0,Standard,Quarterly,105.0,27.0,1,2.6923076923076925,0.38461538461538464,0.5714285714285714,6.176470588235294
1876.0,56.0,Male,26.0,13.0,4.0,8.0,Basic,Quarterly,334.0,26.0,0,12.846153846153847,0.4444444444444444,0.48148148148148145,23.857142857142858
1877.0,65.0,Female,24.0,12.0,5.0,5.0,Premium,Quarterly,136.0,19.0,0,5.666666666666667,0.8333333333333334,0.6,10.461538461538462
1878.0,42.0,Female,26.0,21.0,0.0,1.0,Premium,Monthly,470.0,19.0,0,18.076923076923077,0.0,1.05,21.363636363636363
1880.0,44.0,Female,51.0,18.0,2.0,4.0,Premium,Quarterly,804.0,27.0,0,15.764705882352942,0.4,0.6428571428571429,42.31578947368421
1881.0,52.0,Female,52.0,17.0,10.0,19.0,Basic,Annual,653.0,5.0,1,12.557692307692308,0.5,2.8333333333333335,36.27777777777778
1882.0,28.0,Female,38.0,21.0,3.0,18.0,Basic,Annual,909.0,17.0,0,23.92105263157895,0.15789473684210525,1.1666666666666667,41.31818181818182
1883.0,22.0,Male,55.0,20.0,10.0,27.0,Basic,Quarterly,143.0,15.0,1,2.6,0.35714285714285715,1.25,6.809523809523809
1887.0,49.0,Male,48.0,27.0,0.0,10.0,Premium,Monthly,768.0,21.0,0,16.0,0.0,1.2272727272727273,27.428571428571427
1888.0,43.0,Female,28.0,7.0,10.0,18.0,Standard,Annual,126.0,17.0,1,4.5,0.5263157894736842,0.3888888888888889,15.75
1889.0,51.0,Female,58.0,7.0,4.0,22.0,Premium,Quarterly,528.0,29.0,0,9.10344827586207,0.17391304347826086,0.23333333333333334,66.0
1890.0,61.0,Female,41.0,23.0,0.0,15.0,Standard,Annual,811.0,9.0,0,19.78048780487805,0.0,2.3,33.791666666666664
1891.0,53.0,Male,30.0,21.0,4.0,13.0,Standard,Monthly,183.0,7.0,0,6.1,0.2857142857142857,2.625,8.318181818181818
1893.0,63.0,Female,54.0,11.0,10.0,10.0,Premium,Quarterly,625.0,26.0,0,11.574074074074074,0.9090909090909091,0.4074074074074074,52.083333333333336
1895.0,33.0,Male,53.0,27.0,3.0,27.0,Standard,Annual,805.0,26.0,0,15.18867924528302,0.10714285714285714,1.0,28.75
1896.0,23.0,Female,44.0,24.0,9.0,28.0,Premium,Monthly,174.0,14.0,1,3.9545454545454546,0.3103448275862069,1.6,6.96
1897.0,22.0,Male,27.0,8.0,9.0,15.0,Basic,Monthly,166.0,21.0,0,6.148148148148148,0.5625,0.36363636363636365,18.444444444444443
1898.0,52.0,Female,57.0,11.0,0.0,25.0,Standard,Monthly,865.0,21.0,1,15.175438596491228,0.0,0.5,72.08333333333333
1900.0,25.0,Female,58.0,21.0,7.0,15.0,Basic,Quarterly,387.0,29.0,0,6.672413793103448,0.4375,0.7,17.59090909090909
1901.0,63.0,Female,55.0,15.0,6.0,20.0,Basic,Annual,130.0,9.0,1,2.3636363636363638,0.2857142857142857,1.5,8.125
1902.0,47.0,Male,60.0,16.0,5.0,14.0,Premium,Quarterly,894.0,6.0,0,14.9,0.3333333333333333,2.2857142857142856,52.588235294117645
1903.0,62.0,Female,28.0,30.0,2.0,12.0,Standard,Quarterly,761.0,30.0,0,27.178571428571427,0.15384615384615385,0.967741935483871,24.548387096774192
1904.0,21.0,Male,46.0,7.0,5.0,17.0,Standard,Quarterly,470.0,29.0,1,10.217391304347826,0.2777777777777778,0.23333333333333334,58.75
1907.0,45.0,Male,25.0,16.0,5.0,20.0,Standard,Annual,787.0,13.0,1,31.48,0.23809523809523808,1.1428571428571428,46.294117647058826
1908.0,20.0,Female,31.0,22.0,6.0,8.0,Premium,Annual,874.0,28.0,0,28.193548387096776,0.6666666666666666,0.7586206896551724,38.0
1909.0,25.0,Male,37.0,30.0,4.0,15.0,Standard,Quarterly,159.0,20.0,0,4.297297297297297,0.25,1.4285714285714286,5.129032258064516
1910.0,25.0,Female,40.0,27.0,3.0,11.0,Premium,Quarterly,629.0,26.0,0,15.725,0.25,1.0,22.464285714285715
1911.0,34.0,Male,46.0,7.0,6.0,5.0,Basic,Quarterly,447.0,24.0,0,9.717391304347826,1.0,0.28,55.875
1916.0,34.0,Female,17.0,27.0,4.0,3.0,Premium,Quarterly,199.0,13.0,0,11.705882352941176,1.0,1.9285714285714286,7.107142857142857
1917.0,63.0,Male,44.0,21.0,10.0,23.0,Standard,Annual,230.0,12.0,1,5.2272727272727275,0.4166666666666667,1.6153846153846154,10.454545454545455
1919.0,43.0,Male,31.0,13.0,1.0,6.0,Premium,Monthly,845.0,21.0,0,27.258064516129032,0.14285714285714285,0.5909090909090909,60.357142857142854
1921.0,43.0,Male,21.0,22.0,5.0,8.0,Premium,Annual,596.0,10.0,0,28.38095238095238,0.5555555555555556,2.0,25.91304347826087
1922.0,61.0,Male,50.0,3.0,4.0,6.0,Premium,Quarterly,476.0,27.0,1,9.52,0.5714285714285714,0.10714285714285714,119.0
1923.0,63.0,Male,25.0,29.0,6.0,16.0,Premium,Annual,950.0,28.0,1,38.0,0.35294117647058826,1.0,31.666666666666668
1924.0,19.0,Female,40.0,16.0,3.0,29.0,Premium,Monthly,970.0,23.0,1,24.25,0.1,0.6666666666666666,57.05882352941177
1925.0,64.0,Male,21.0,11.0,1.0,15.0,Premium,Quarterly,659.0,20.0,0,31.38095238095238,0.0625,0.5238095238095238,54.916666666666664
1926.0,29.0,Male,23.0,27.0,0.0,23.0,Standard,Annual,345.0,7.0,0,15.0,0.0,3.375,12.321428571428571
1928.0,18.0,Female,59.0,12.0,8.0,16.0,Standard,Quarterly,290.0,16.0,1,4.915254237288136,0.47058823529411764,0.7058823529411765,22.307692307692307
1931.0,47.0,Male,26.0,17.0,9.0,28.0,Basic,Quarterly,612.0,17.0,1,23.53846153846154,0.3103448275862069,0.9444444444444444,34.0
1934.0,58.0,Male,7.0,5.0,5.0,9.0,Basic,Monthly,287.0,16.0,1,41.0,0.5,0.29411764705882354,47.833333333333336
1937.0,25.0,Male,34.0,23.0,2.0,22.0,Premium,Quarterly,284.0,15.0,0,8.352941176470589,0.08695652173913043,1.4375,11.833333333333334
1938.0,49.0,Male,54.0,25.0,5.0,26.0,Standard,Annual,819.0,14.0,1,15.166666666666666,0.18518518518518517,1.6666666666666667,31.5
1941.0,55.0,Female,17.0,19.0,9.0,26.0,Premium,Quarterly,558.0,9.0,0,32.8235294117647,0.3333333333333333,1.9,27.9
1943.0,61.0,Male,12.0,10.0,7.0,28.0,Basic,Quarterly,487.0,22.0,0,40.583333333333336,0.2413793103448276,0.43478260869565216,44.27272727272727
1945.0,36.0,Female,19.0,29.0,4.0,12.0,Premium,Monthly,475.0,21.0,0,25.0,0.3076923076923077,1.3181818181818181,15.833333333333334
1946.0,63.0,Male,47.0,13.0,0.0,3.0,Premium,Monthly,847.0,4.0,0,18.02127659574468,0.0,2.6,60.5
1947.0,18.0,Male,44.0,7.0,7.0,24.0,Standard,Annual,966.0,3.0,1,21.954545454545453,0.28,1.75,120.75
1948.0,43.0,Female,31.0,14.0,3.0,24.0,Premium,Quarterly,949.0,14.0,0,30.612903225806452,0.12,0.9333333333333333,63.266666666666666
